id,kalimat,sentiment
872,Intip Rekomendasi Saham Sejahteraraya Anugrahjaya (SRAJ) yang Ekspansif,NETRAL
873,"Outlook Negatif dari Fitch dan Gejolak Global Membayangi, Simak Prospek SBN",NETRAL
874,Video: Membaca Peluang Investasi Saham Konglo Setelah MSCI Crash!,NETRAL
875,Polisi Pastikan Tas Berisi Bom di Tangerang Milik Perampok BRI,NEGATIF
876,"Hingga Oktober 2019, BRI Salurkan Rp 83,3 Triliun KUR",POSITIF
877,Dirut BRI Ungkap Penyebab Silicon Valley Bank Bisa Bangkrut,NEGATIF
878,OJK Buka Penyebab Bank Digital Berani Pasang Bunga Deposito Tinggi,NETRAL
879,"Setelah Anjlok di 2025, Begini Rekomendasi Saham Siloam (SILO) di Tahun Ini",NETRAL
880,"Polda DIY: Perampok BRI RS Sardjito Profesional, Bikin Bom Rapi",NEGATIF
881,5 Aplikasi Trading Crypto Terbaik dan Terpercaya,NEGATIF
882,Sumber Alfaria (AMRT) Targetkan Pembukaan 800 Gerai Alfamart pada Tahun 2026,NEGATIF
883,Analis: Buyback Saham BBRI Beri Sinyal Positif bagi Investor,POSITIF
884,"Bertahan Dari Ekonomi Global, Kredit Mikro BRI Tumbuh 15%",POSITIF
885,Bocah 5 Tahun Hilang di Depan BRI Life Surabaya,NEGATIF
886,"BRI Buka 391 Cabang Buat Tukar Uang Lebaran, Cek Lokasinya",NETRAL
887,"CIO DBS Ingatkan, Risiko Geopolitik dan Kebijakan The Fed Tekan Prospek Pasar Global",NETRAL
888,BRI Salurkan Bantuan Untuk Korban Banjir di Semarang & Demak,POSITIF
889,Menilik Kepemilikan Saham Emiten Konglomerasi usai BEI Buka Data Hingga 1%,NETRAL
890,"Truk Milik Bank BRI Dirampok, Pelaku Bawa Pistol",NEGATIF
891,Pembobol BRI Rp 180 Miliar Ditangkap di Plaza Senayan,NEGATIF
892,"Tas Mencurigakan di RS Sardjito Diledakkan, Ledakan Merusak Plafon BRI",NEGATIF
893,"OJK Denda Miliaran Rupiah Influencer BVN usai Goreng Saham, Ini Modusnya",NETRAL
894,"Emiten Ramai Tambah Modal Anak Usaha pada Awal Tahun 2026, Ini Rekomendasi Sahamnya",NETRAL
895,"Kantor Teras BRI Dirampok, Pelaku Pakai Atribut Mirip Polisi",NEGATIF
896,"Saham Big Banks Bergerak Variatif Selasa (3/2), Simak Rekomendasi Analis",NETRAL
897,"Lebih Matang, Industri Kripto Indonesia Masuki Fase Konsolidasi",NETRAL
898,Perampok ATM BRI di Bekasi dan di Depok Diduga Satu Jaringan,NEGATIF
899,Dirut BRI: Holding Ultra Mikro Beri Kepastian Sumber Pertumbuhan Perseroan,POSITIF
900,"Pesangon Tak Dibayar, Pensiunan Karyawan Segera Gugat Pailit BRI",NEGATIF
901,"IHSG Ditutup Turun 1,04% ke 8.235, Saham BIPI, BUMI, hingga INKP Kompak Merah",NETRAL
902,"Mantap! Kredit Berkelanjutan BRI Tembus Rp 671,1 T",POSITIF
903,Kartu Kredit BRI belum Diterima 4 Bulan Lebih,NEGATIF
904,"Dibayangi Sentimen Geopolitik, Begini Proyeksi Rupiah Besok (31/3)",NETRAL
905,"Cermati Rekomendasi Saham Teknikal ASII, KLBF, INCO untuk Kamis (5/2)",NETRAL
906,"Kembangkan Bisnis Pengelolaan Limbah, TBS Energi (TOBA) Siapkan US$ 200 Juta",NEGATIF
907,Video: DPR Pantau Langkah Perbaiki Citra Bursa Saham RI & Isu MSCI,NEGATIF
908,4 Kriteria Utama Saham Incaran Danantara,NEGATIF
909,Saham SINI Lanjut Menguat Meski Anak CUAN Beli di Harga Rendah,NETRAL
910,Lagi ATM BRI di Pekanbaru Digasak Bandit Bersenpi,NEGATIF
911,"Berkah Ramadan, BRI Bagikan Dividen Rp 34,89 Triliun Hari Ini",POSITIF
912,BRI Bakal Bawa UMKM Lokal Mendunia Lewat Program Ini,POSITIF
913,"Rupiah Melemah ke Rp 16.755 per Dolar AS, Begini Proyeksi Jumat (30/1)",NETRAL
914,"Kinerja Japfa (JPFA) Ditopang Sentimen Percepatan SPPG, Cek Rekomendasi Sahamnya",NETRAL
915,"ATM BRI di Mojokerto Dirusak, Polisi: Pelaku Satu Orang",NEGATIF
916,"Pengendali LINK Axiata Investments Jual 36,56 Juta Saham",NETRAL
917,"Laba Bumi Resources Minerals (BRMS) Diproyeksi Meningkat, Simak Rekomendasi Sahamnya",NETRAL
918,"Lambungkan Image Teh Indonesia, BRI Bawa Sila Tea ke Belanda",POSITIF
919,"Rights Issue Dikabarkan Telah Terserap 50 Persen, Pengamat Sebut Investor Yakin Rencana Bisnis BRI",POSITIF
920,"Hadirkan Figur Inspiratif UMKM, BRI Ajak Makin Bertumbuh",POSITIF
921,"Pengendali Sido Muncul Buka Peluang Gandeng Investor Strategis, Ini Catatan Analis",NETRAL
922,Prospek Kinerja Bumi Resources Minerals (BRMS) Diuji Isu yang Menerpa Anak Usaha,NETRAL
923,"2 Tahun Buron, Terpidana Korupsi KUR BRI Dijebloskan ke Penjara",NEGATIF
924,"Saham BBRI Cetak Rekor Terus, Mau Pepet BBCA Nih?",POSITIF
925,"Tak Ada ATM, Tak Merasa Ambil, Eh Uang Nasabah BRI di Jombang Ini Raib",NEGATIF
926,"Kejari Surabaya Tahan Debitur Kredit Fiktif Rp 1,8 M Bank BRI",NEGATIF
927,"Peduli Pendidikan, BRI Bantu Renovasi Sekolah dan Ajak Jurnalis Mengajar di Madrasah",POSITIF
928,"Harga Emas Antam dan Buyback Terus Cetak ATH, Investor Diminta Tetap Selektif",NETRAL
929,500 Peternak Dapat Kredit dari BRI dengan Total Rp 60 Miliar,POSITIF
930,"BRI Dibobol Rp 123,8 Miliar, Eks Pemimpin Cabang Dihukum 9 Tahun",NEGATIF
931,"Tak Bayar 19 Tahun Gaji Eks Buruh PT PGNI, Bank BRI Dikecam",NEGATIF
932,"Uang Rp 87 Juta di Rekening BRI Ponorogo Lenyap, Ini Kronologinya",NEGATIF
933,"Kinerja CPO Bisa Lanjut Positif pada 2026, Simak Rekomendasi Sahamnya",NETRAL
934,BRI Pasang Target Pertumbuhan Kredit 12% Tahun Ini,POSITIF
935,Indo Tambangraya (ITMG) Masih Eksekusi Program Buyback,NETRAL
936,"Dengan Cara Ini, BRI Sukses Berdayakan Ekonomi Warga NTT",POSITIF
937,"IHSG Diproyeksikan Konsolidasi pada Perdagangan Perdana di 2026, Jumat (2/1)",NETRAL
938,"Kerja Sama dengan Traveloka, BRI Rilis Fitur Baru di Aplikasi BRImo",NETRAL
939,Cek Prospek dan Rekomendasi Emiten yang Masih Diburu di Tengah Aksi Jual Asing,NETRAL
940,"Rupiah Bergerak di Bawah Rp 17.000, Ini Landasan Fundamental Tetap Stabil",NETRAL
941,BRI Targetkan Fee Based Income Trade Finance Tumbuh 20%,POSITIF
942,"Bermodal Raihan Premi Bruto Rp8,1 Triliun di 2022, BRILife Optimistis Lampui Target 2023",POSITIF
943,Video: Intip Kilau Bisnis Perhiasan di Tengah Lonjakan Harga Emas,NETRAL
944,"Kredit BRI sudah Lunas, Berkas D belum Dikembalikan",NEGATIF
945,"Rangkap Jabatan di BRI, Rektor UI Ari Kuncoro Disebut Maladministrasi",NEGATIF
946,BEI Masih Koordinasi dengan Kemenkeu Terkait Financial Reporting Single Window,NETRAL
947,"RMK Energy (RMKE) Ganti Direksi, Volume Jasa Logistik ditarget 12,7 Juta Ton",NETRAL
948,"Implementasi Prinsip Keberlanjutan Semakin Kuat, MCSI ESG Rating BRI Naik dari BBB Menjadi A",POSITIF
949,"Menuju Demutualisasi BEI 2026, Apa Saja Keuntungannya?",NETRAL
950,Kecewa Proses Pengiriman Kartu Kredit Pengganti BRI,NEGATIF
951,Lonjakan Harga Minyak Hingga Gangguan Pasokan Ancam Kinerja Emiten Petrokimia,NETRAL
952,"Jadwal Libur Bursa Maret 2026: Ada Nyepi dan Lebaran, Kapan BEI Buka?",NETRAL
953,Kinerja Positif BRI dengan Strategi Business Follow Stimulus,POSITIF
954,Harga Emas Melonjak 1% Lebih Jelang Rilis Notulen Rapat The Fed,NETRAL
955,"Menteng Heritage (HRME) Lunasi Pinjaman Rp 18 Miliar, Optimis Kinerja Membaik",NETRAL
956,Pembobol ATM BRI di Indomart Menteng Terekam CCTV,NEGATIF
957,"CIMB Niaga (BNGA) Gelar RUPS Tahunan 17 April 2026, Bahas Dividen hingga Buyback Saham",NETRAL
958,Polisi Tangkap 4 WNA dan 1 WNI Pelaku Skimming Saldo Nasabah BRI,NEGATIF
959,OJK Beberkan Alasan Gen Z Doyan Investasi Kripto,NEGATIF
960,BRI Dorong Peningkatan Kualitas Jurnalis Indonesia,POSITIF
961,"IHSG Terkoreksi, Cek Rekomendasi Teknikal Saham ARTO, AVIA, MINA, Jumat (9/1)",NETRAL
962,PT PP (PTPP) Dapat Rating idBBB+ dengan Outlook Negatif dari Pefindo,NETRAL
963,"Saham Raksasa Bank AS Ambruk, Bos JP Morgan Buka Suara",POSITIF
964,Komisaris Utama Aman Agrindo (GULA) Serok 18 Juta Saham,NETRAL
965,"27 BPR/BPRS Bangkrut dan Tutup Dalam 2 Tahun, Ini Namanya",POSITIF
966,"Terungkap! Ini Pelaku Nego Saham BRIS Rp 1,6 T",NEGATIF
967,Perbankan Perketat Prudential Measures di Tengah Risiko Geopolitik,NETRAL
968,"Mantap! 98,41% Nasabah BRI Sudah Pakai BRIMo",POSITIF
969,"GoTo Bukukan Adjusted EBITDA Rp2 Triliun di 2025, Lewati Target Tahunan",NETRAL
970,BRI Luncurkan Kredit Pendidikan untuk Mahasiswa S2 dan S3,POSITIF
971,BRI Jadi BO Valas Bersama Kementerian Keuangan,NETRAL
972,"Kantongi Kasasi MA, Para Tua Renta Minta BRI Bayar Gaji Pensiunan PGNI",NEGATIF
973,"Perang AS-Israel vs Iran Berkobar, Begini Dampaknya ke Harga Minyak dan Emas",NETRAL
974,PPP dan PKS Kompak Puji Keputusan Ari Kuncoro Mundur dari BRI,NEGATIF
975,Bank BRI Akan Luncurkan Satelit Baru di 2023,POSITIF
976,Pekerja di Lt 20 Gedung BRI Benhil Sempoyongan Hingga Terjatuh,NEGATIF
977,Cek Prospek dan Rekomendasi Saham Alfamart (AMRT) Usai Raih Kinerja Positif pada 2025,NETRAL
978,HMSP & GGRM Cs Masuk Radar Analis di Tengah Meredanya Volatilitas Pasar,NETRAL
979,"IHSG Ditutup Menguat ke 8.936,75 Didorong BBCA hingga AMMN Cs",NETRAL
980,ATM BRI di Kantor Samsat Tuban Dibobol Pencuri,NEGATIF
981,"Medco Energi (MEDC) Incar Kenaikan Kinerja pada 2026, Begini Prospek Sahamnya",NETRAL
982,"Investor Ritel Membanjir, Risiko Saham Gorengan Ikut Mengintai",NETRAL
983,"IHSG Kena Efek Perang AS-Iran, OJK Imbau Investor Tak Panic Selling",NETRAL
984,"Investor Asing Kabur Rp14,46 Triliun dari Pasar Saham RI, Kapan Balik?",NETRAL
985,BRI Telah Salurkan KUR Sebesar 62%,POSITIF
986,"Hashim Sebut Prabowo Pantau Ketat Pasar Modal, Beri Peringatan Ini!",NEGATIF
987,Pengguna Layanan e-Banking BRI Melonjak 128%,POSITIF
988,Optimis Hadapi 2023 Dengan Layanan Keuangan BRI Prioritas,POSITIF
989,Cuan Investasi Sukuk Tabungan ST010 Bersama BRI Prioritas,NETRAL
990,"Crazy Rich China Mulai Tinggalkan Singapura, Pindah ke Mana?",POSITIF
991,BRI Ventures Bina 8 Startup Lewat Akselerator Sembrani Wira,POSITIF
992,"Danantara 'Nimbrung' di Pertemuan BEI dan MSCI, Ini Klarifikasi Pandu Sjahrir",NETRAL
993,Kejati Sumut Tangkap Buronan Kasus Korupsi BRI Kabanjahe Rp 10 M,NEGATIF
994,Lantai Tiga Bank BRI di Medan Ludes Terbakar,NEGATIF
995,"Video: Target Tumbuh 50%, Emiten Logistik Ini Incar Angkutan Alkes RI",NETRAL
996,"Ada Banyak UMKM di Pameran BRILianpreneur, Berapa Ya Harga Produknya?",NETRAL
997,Jos! BRI Kembali Raih Pengakuan Global Terkait ESG,POSITIF
998,Polemik FCA Bursa: Antara Perlindungan Investor dan Jebakan 'Saham Tidur',NETRAL
999,Jaksa DSW Diduga Memeras Pegawai BRI,NEGATIF
1000,"Korupsi Rp 624 Juta, Eks Kepala BRI Gunung Tua Dituntut 6,5 Tahun Bui",NEGATIF
1001,Cek Prospek Erajaya (ERAA) di Tahun 2026 Usai Raih Kenaikan Laba di 2025,NETRAL
1002,"Teller BRI Jadi Tersangka Korupsi, Rugikan Negara hingga Rp 9,9 Miliar",NEGATIF
1003,BRI Terbitkan Green Bond Berkelanjutan I Rp 15 Triliun,POSITIF
1004,BRI-Polri Akan Beri Bansos Sebesar Rp 600 ribu Selama 3 Bulan,POSITIF
1005,"Pembantu Nekat Pakai Gaji Beli Saham IPO, Hasilnya di Luar Dugaan",NETRAL
1006,IHSG Sepekan ATH ke 9.075 Didorong Aksi Beli Asing hingga Nilai Transaksi,NETRAL
1007,"Dorong Transaksi, Ini Deretan Promo Livin Mandiri hingga Idulfitri",NEGATIF
1008,Dirut BRI Ikut 'Sumbang' Rokhmin Rp 100 Juta,NEGATIF
1009,Pemegang Saham Zatta (ZATA) Restui Penjualan Aset Demi Kurangi Utang,NETRAL
1010,BRI Imbau Masyarakat Waspada Penipuan Undangan Nikah Digital,NETRAL
1011,"Bogem Wartawan, 2 Satpam BRI Jadi Tersangka",NEGATIF
1012,"Jasa Marga (JSMR) Dapat Berkah Libur Imlek, Simak Rekomendasi Sahamnya",NETRAL
1013,"Harga Minyak Tembus US$100 per Barel, Saham Energi di BEI Berpotensi Diuntungkan",NETRAL
1014,"UNTR dan ASII Akan Buyback Tanpa RUPS, Begini Rekomendasi Sahamnya",NETRAL
1015,Kisah Robohnya Kerajaan Bisnis Salim Usai Berjaya 3 Dekade,NEGATIF
1016,Kejari Periksa Mantan Kacab BRI Pekanbaru,NEGATIF
1017,OJK Targetkan 75% Emiten Penuhi Minimum Free Float 15% pada Tahun Pertama,NETRAL
1018,3 Cara BRI Jaga Pertumbuhan & Genjot Kontribusi ke Kas Negara,POSITIF
1019,Perampok Gondol Brankas Berisi Rp 400 Juta dari BRI di Serdang Bedagai,NEGATIF
1020,Kejari Pekanbaru Rampungkan Berkas Penyidikan Kredit Fiktif BRI Agro,NEGATIF
1021,BRI Ingin Punya ATM dengan Identifikasi Wajah,NETRAL
1022,"Video: Melesat 67%, Laba BRI 2022 Tembus Rp 51,4 Triliun",POSITIF
1023,"IHSG Ditutup Menguat: Saham ANTM, BRMS hingga MDKA ke Zona Hijau",NETRAL
1024,"Bitcoin Hapus Kenaikan Era Trump, Volatilitas Kripto Isyaratkan Ketidakpastian",NETRAL
1025,"Jelang Jatuh Tempo, TAFS Sediakan Dana Pelunasan Obligasi Rp 371,52 Miliar",NETRAL
1026,Kredit dan Pembiayaan BRI Lampaui Rp1.180 T dalam 3 Bulan Pertama 2023,POSITIF
1027,"Kasus Kredit Macet, Eks Karyawan BRI Dituntut 18 Bulan Penjara",NEGATIF
1028,BRI Kucurkan Rp 2 Triliun untuk Proyek LRT,POSITIF
1029,"Selain Menabung Uang Tunai, Ini 5 Cara Orang China Agar Kaya Raya",NEGATIF
1030,Polisi Tembak Mati 2 Perampok Bank BRI di Aceh Timur,NEGATIF
1031,BRI Hadirkan Keseruan Pesta Rakyat Simpedes 2022 di Kota Tasikmalaya,NETRAL
1032,"Daftar 10 Top Losers Sepekan: Ada Saham HILL, SGRO hingga LINK",NETRAL
1033,"AS Harap Perang Iran Selesai dalam Hitungan Pekan, Tanpa Pasukan Darat",NETRAL
1034,"IHSG Mulai Menguat, Bisa Reli Sampai 9.000 Lagi?",NETRAL
1035,"Gandeng DayTrans, BRI Luncurkan BRIZZI Co-Branding Edisi Khusus",POSITIF
1036,"BEI Buka Kembali Perdagangan Saham OASA dan EURO Besok (21/1), Simak Prospeknya",NETRAL
1037,"Pemulihan Pascagempa, BRI Salurkan Sembako-Perbaiki Masjid di Lumajang",POSITIF
1038,BI Dukung Langkah BRI Selesaikan Masalah Uang Nasabah yang Raib,NEGATIF
1039,"Sudah Kedaluwarsa, Kartu Kredit BRI Belum Terkirim",NEGATIF
1040,DEN: Pemilihan Nakhoda OJK & BEI Jadi Penentu Reformasi Pasar Modal,NETRAL
1041,Tanggapan BRI untuk Surat Pembaca Saudara Gunawan,NETRAL
1042,Begini Modus Pelaku Skimming Gasak Uang Nasabah BRI,NEGATIF
1043,Sentul City (BKSL) Buka Suara Terkait Gugatan Hukum Pembatalan Perjanjian Perdamaian,NETRAL
1044,"Menkeu Purbaya Optimistis IHSG Tembus 10.000, Begini Pendapat OJK",NETRAL
1045,"Tanggap Bencana Erupsi Gunung Merapi, BRI Salurkan Bantuan bagi Warga Terdampak",POSITIF
1046,Meet the CEO: Dirut PT Bank Rakyat Indonesia Tbk (BRI) Suprajarto,NETRAL
1047,"Dukung Pemenuhan Tempat Tinggal, BRI Gelar Property Expo 2023",POSITIF
1048,ATM BRI di Indomart Menteng Dibobol Maling,NEGATIF
1049,Nasabah BRI Korban Pembobolan ATM Ceritakan Kronologi Raibnya Uang,NEGATIF
1050,"Transformasi Berkelanjutan Jadi Kunci Laba BRI Tumbuh 106,4%",POSITIF
1051,BRIsat Perluas Layanan Perbankan Nasional,POSITIF
1052,"Pasar Kripto Volatil, Analis Sarankan Masuk Bertahap dan Hindari Masuk Agresif",NETRAL
1053,"Bendum Partainya Jadi Komisaris BRI, Pendiri Hanura: Itu Tidak Sah!",NEGATIF
1054,"Harga Minyak WTI: Naik Tipis di US$ 59,24, Sentimen Iran Reda?",NETRAL
1055,"Penggelapan, Polda Metro Tangkap Pejabat BRI Cabang Sudirman",NEGATIF
1056,Top! Saham BBRI Cetak Rekor Harga Tertinggi Baru di 5.400,POSITIF
1057,IHSG Bisa Tembus 10.000 Tahun Ini? Ini Proyeksi Bankir Asing,NEGATIF
1058,Indeks Bisnis BRI: Ketangguhan Bisnis UMKM Terus Meningkat,POSITIF
1059,"Peduli Masyarakat NTT, BRI Revitalisasi Dermaga dan Sekolah Dasar",POSITIF
1060,"Covid-19 Bukan Halangan, BRI Insurance Transformasi Digital",NETRAL
1061,Perampok Bersenpi di Tangerang Ikat Karyawan BRI dan Ancam Nasabah,NEGATIF
1062,BRI Meneropong Potensi Resesi Indonesia pada 2023 Hanya 2 Persen,NEGATIF
1063,"Pecahan Rupiah Ini Sudah Tidak Berlaku, Cepat Tukar Sebelum Terlambat",NETRAL
1064,"BBCA & BBNI Teratas, Cek Saham Net Sell Terbesar Asing Akhir Pekan Ini, Jumat (23/1)",NETRAL
1065,"Yield SBN Dekati 7%, Peluang Capital Inflow Bergantung Sentimen Ini",NETRAL
1066,"Berdaya Ledak Low Explosive, Bom Milik Perampok BRI Berbentuk Pipa",NEGATIF
1067,"Video: Alat Berat Listrik Incar Bisnis Tambang, Tawarkan Hemat BBM 85%",NEGATIF
1068,"Tebar Dividen Rp 8,63 Triliun, Intip Deretan Capaian BRI",POSITIF
1069,"Rebalancing MSCI Kian Dekat, Cek Deretan Saham Calon Penghuni Baru",NETRAL
1070,"Janji 14 Hari Kerja, Kartu Kredit BRI Tak Kunjung Ditutup",NEGATIF
1071,Nana Sedang Tidur Lelap Saat Perampok BRI Cipulir Beraksi,NEGATIF
1072,"Gencar Ekspansi, Simak Rekomendasi Saham dan Prospek Kinerja Sumber Alfaria (AMRT)",NEGATIF
1073,"Perampok ATM BRI di Bekasi Bawa Kabur Rp 114,1 Juta",NEGATIF
1074,Polda Yogyakarta Tetapkan 2 Pelaku Pembakaran ATM BRI,NEGATIF
1075,"BRI Punya Satelit Sendiri, Apa Tujuannya?",NETRAL
1076,"Orang Terkaya RI Mendadak Jadi Sopir Truk, Warga Kaget Sampai Pingsan",NEGATIF
1077,Leadership Kuat Bawa Dirut BRI Sunarso Menjadi Indonesia Best CEO 2022,POSITIF
1078,Perampok ATM BRI di Bekasi Rusak CCTV Alfamart,NEGATIF
1079,"Real Transfer CIMB Click ke BRI, Dana belum Masuk Rekening Tujuan",NEGATIF
1080,Uang Nyangkut di ATM BRI Belum Dikembalikan,NEGATIF
1081,4 Poin Penting Hasil Konpers Menteri & OJK-BEI Terkait Gonjang-ganjing Pasar Modal,NETRAL
1082,Dirut BRI Janji Selamatkan UMKM dari Dampak Pandemi Covid-19,POSITIF
1083,Permata Bank (BNLI) Optimis Kredit Konsumer Naik 10% Tahun Ini,NEGATIF
1084,Kinerja Positif BRI Tahun 2021 Bukti Kemajuan Bisnis Pasca-Pandemi,POSITIF
1085,BRI Pamerkan Produk UMKM BRILIANPRENEUR di Pameran G20,POSITIF
1086,"Masuk Bursa Calon Dirut BEI, Begini Kata Jeffrey Hendrik",NETRAL
1087,"Open Interest Bitcoin Turun ke Level Terendah sejak 2024, TradFi Meninggalkan BTC?",NETRAL
1088,"Jangan Termakan Paket Transfer BRI Rp 150 Ribu, Ini Hoax!",NETRAL
1089,"Kartu Kredit Terdebet Dua Kali, Kecewa Proses Penyelesaian BRI",NEGATIF
1090,"BRI Kantongi Laba Rp 39,31 Triliun hingga Kuartal III 2022",POSITIF
1091,"IHSG Pekan Depan Berpotensi Konsolidasi, CENT hingga AGII Masuk Radar Analis",NETRAL
1092,Seluruh Direksi BRI Ikut Eksekusi Haknya saat Rights Issue BBRI,NETRAL
1093,BRI dan BKPM Kolaborasi Edukasi NIB-OSS Untuk UMKM,POSITIF
1094,"Harga Emas Berpeluang Tembus Rp 2,7 Juta Pekan Depan, Cermati Pemicunya",NETRAL
1095,"Glencore Divestasi Saham Harita Nickel (NCKL) Senilai Rp276,9 Miliar",NETRAL
1096,Harga Emas Menguat Mendekati US$ 5.100 di Tengah Ketidakpastian Kebijakan AS,NETRAL
1097,"Dana IPO Indokripto (COIN) Masih Utuh, Tunggu Sinyal OJK?",NETRAL
1098,Pemerintah RI Alihkan Saham BMRI dan BBRI kepada INA Senilai Rp 45 Triliun,POSITIF
1099,"PPKM Dicabut, Bos Garuda Indonesia dan BRI Senyum! Kok Bisa?",POSITIF
1100,"Penyesuaian Tarif Tol Bisa Pacu Kinerja Jasa Marga (JSMR), Ini Rekomendasi Sahamnya",NETRAL
1101,"Pegawai di Gedung BRI 2 Demam, Diperiksa Kaitannya dengan Virus Corona",NEGATIF
1102,"Saham-Saham Batubara Melesat Awal 2026, Bagaimana Prospeknya?",NETRAL
1103,"Volatilitas Pasar Saham Tinggi Jelang Pertemuan MSCI, Investor Perlu Waspada",NETRAL
1104,"Menanti Kesepakatan Tarif, Begini Proyeksi Rupiah Senin (19/1)",NETRAL
1105,"70 Saham Digembok BEI Terancam Delisting, Ini Kata Bursa",NETRAL
1106,Bursa CFX Hadirkan Laporan Bulanan Perkembangan Industri Kripto,NETRAL
1107,"Kasus Investasi Emas, Butet Kartaradjasa cs Gugat BRI Syariah Rp 47 M",NEGATIF
1108,"Video: Gak Cuma Rempah, RI Punya Peluang Ekspor Kekayaan Intelektual",NETRAL
1109,Simak Nih! BRI Bocorkan Strategi Hadapi Inflasi,POSITIF
1110,Kejagung Periksa Lagi 4 Tersangka Pembobol Kredit BRI Syariah,NEGATIF
1111,"BRI Tebar Dividen Interim 2022 Rp 57 per Saham, Cek Jadwalnya",NETRAL
1112,"Direksi BRI Borong Saham, Optimis Dongkrak Kinerja Nih?",POSITIF
1113,BRI Kanwil Jakarta II Salurkan Sembako ke Anak Yatim & Lansia di Bogor,POSITIF
1114,"Tanggap Bencana Banjir, BRI Peduli Salurkan Bantuan bagi Warga Terdampak di Beberapa Wilayah Tanah Air",POSITIF
1115,"Saham Big Banks Kompak Melemah Kamis (22/1), BBCA Catat Penurunan Terdalam",NETRAL
1116,Video: Cara Industri Kimia & Plastik Jalankan Praktik Bisnis ESG,NEGATIF
1117,"Kembangkan Pasar Digital, BRI Agro Gaet Platform Investree",POSITIF
1118,"Tambang Emas Martabe Kembali Beroperasi, Cek Prospek United Tractors (UNTR)",NETRAL
1119,"4 Tersangka Diciduk Kasus Goreng Saham SWAT, Ini Namanya-Ada Bos Besar",NETRAL
1120,BRI Siapkan Bank Raya Jadi Bank Digital Sejak 2017,POSITIF
1121,"Kantor BRI di Banjarmasin Terbakar, Karyawan Panik",NEGATIF
1122,Rayakan HUT ke-74 RI makin untung dengan promo Hari Kemerdekaan dari BANK BRI!,POSITIF
1123,Top! BRI Bagi-bagi Saham ke Nasabah Loyal,POSITIF
1124,"Saham Ngebut, Intip Prospek RMK Energy (RMKE)",NETRAL
1125,Bank Global Ramal Arah Pertumbuhan Kredit RI Tahun 2026,NEGATIF
1126,"Sambut Hari Anak Nasional, Bocah Gresik Ini Dapat Penghargaan dari BRI",POSITIF
1127,Dirut BRI Sunarso Dinobatkan Sebagai Tokoh Finansial Indonesia 2020,POSITIF
1128,"RI-China Makin Berani Tinggalkan Dolar AS, Sebulan Tembus US$2,7 M",NEGATIF
1129,"5 Bank Kasih Kredit untuk Proyek Tol Betung-Tempino-Jambi Rp 13,6 T",NETRAL
1130,"BEI Prioritaskan 49 Emiten Penuhi Free Float 15%, Bisa Terserap Pasar?",NETRAL
1131,"BRI Borong 3 Penghargaan, Sunarso CEO Terpopuler di Medsos",POSITIF
1132,"Wall Street Turun Lebih dari 1% Jumat (6/3), Tertekan Perang Iran dan Data Pekerjaan",NETRAL
1133,Simak! Ini Arah Pergerakan Pasar Saham di Tengah Momen Imlek dan Ramadan,NETRAL
1134,BRImo Bantu Misi BUMN Kebut Digitalisasi di Indonesia,POSITIF
1135,"Demi UMKM Naik Kelas, BRI Gelar Pengusaha Muda BRILian 2022",POSITIF
1136,"Asing Net Sell Rp490 Miliar, Konflik Timur Tengah Tekan IHSG",NETRAL
1137,Perampok BRI Syariah Cipulir Masih Buron,NEGATIF
1138,Dua Mantan Account Officer BRI Jadi Terdakwa Kasus Dugaan Korupsi,NEGATIF
1139,"Transaksi Dengan Mobile Banking BRI, Berbagai Hadiah Menarik Menanti",POSITIF
1140,"Momen Hari Ibu, BRI Salurkan Bantuan ke Sekolah Anak Jalanan",POSITIF
1141,Tim Sukses SBY Selidiki Isu Kredit BRI Diputihkan Bila Mega Menang,NEGATIF
1142,Ini Langkah BEI Tingkatkan Transparansi Data Investor Imbas Pengumuman MSCI,NETRAL
1143,BRI Siapkan Rp 3 Triliun untuk Buyback Saham,POSITIF
1144,Berkas Pegawai BRI Terkait Penggelapan Emas Nasabah Dinyatakan Lengkap,NEGATIF
1145,"Konsisten Terapkan Keberlanjutan, Peringkat ESG BRI Naik",POSITIF
1146,Kronologi Perampokan di BRI RS Sardjito,NEGATIF
1147,"BEI Sebut Danantara Mulai Masuk Pasar Modal Tahun 2026, Begini Bocorannya",NETRAL
1148,Kawanan Perampok Boyong ATM BRI di Medan,NEGATIF
1149,"Buron 2 Bulan, Tersangka Kasus Kredit Fiktif BRI Syariah Ditangkap",NEGATIF
1150,BRI Turunkan Target Pertumbuhan Kredit,NEGATIF
1151,"Duit Nasabah Indodax Diduga Hilang Rp600 Juta, Bos OJK Buka Suara",NETRAL
1152,"Pintu Dirantai, Karyawan BRI Kesulitan Akses Gatot Soebroto",NEGATIF
1153,Bill Gates Sebut Masa Depan Dunia Bergantung 3 Hal Ini,NEGATIF
1154,"Eskalasi Timur Tengah Pacu Permintaan Batubara, Simak Rekomendasi Saham Batubara",NETRAL
1155,"Pergerakan Rupiah Dibayangi Sentimen Geopolitik, Cek Proyeksinya untuk Rabu (25/2)",NETRAL
1156,"Kepemimpinan BUMN Lebih Fokus, BRI Tuai Kinerja Positif",POSITIF
1157,Polisi Selidiki Soal Uang Nasabah BRI Rp 87 Juta Lenyap di Rekening,NEGATIF
